room_type,price,review_scores_rating,accommodates,bedrooms,beds,bed_type,host_is_superhost,bathrooms,availability_365,number_of_reviews,city_normalized,distance_to_city
Entire Home/Apt,151.46,82.0,5.1,3.2,4.0,Real Bed,1,2.5,133,451.4,San Francisco,16.1909
Entire Home/Apt,955.73,93.9,6.3,2.8,4.1,Airbed,1,2.7,348,68.5,Los Angeles,36.985571
Shared Room,107.22,70.9,3.4,2.6,4.7,Futon,1,2.2,176,241.2,New York,48.748629
Hotel Room,332.77,95.6,6.8,3.7,2.7,Futon,1,2.0,354,160.5,Los Angeles,46.718208
Entire Home/Apt,333.16,99.7,9.9,3.8,2.2,Airbed,0,1.7,98,120.7,San Francisco,41.735078
Hotel Room,354.38,55.3,1.4,1.2,3.6,Pull-out Sofa,0,1.4,29,198.1,Chicago,3.4601
Private Room,206.07,61.7,9.0,2.4,2.7,Airbed,0,2.1,290,197.0,San Francisco,30.780724
Entire Home/Apt,794.0,97.5,6.1,2.6,3.4,Airbed,0,2.8,62,105.2,Seattle,41.936961
Shared Room,166.37,97.9,3.3,1.4,2.7,Airbed,1,2.2,27,201.8,Chicago,20.567003
Private Room,653.16,54.9,9.6,1.9,1.6,Pull-out Sofa,0,2.8,145,316.9,Chicago,36.828209
Shared Room,167.65,50.7,5.4,1.2,2.9,Couch,0,1.7,287,12.9,New York,7.767546
Private Room,117.01,58.1,4.0,5.0,3.8,Futon,0,2.4,68,494.6,Los Angeles,9.66149
Entire Home/Apt,913.96,99.8,2.6,3.9,4.2,Real Bed,0,2.3,251,148.0,Seattle,32.541765
Shared Room,230.62,59.0,3.2,1.3,3.0,Futon,0,2.3,161,311.8,Chicago,22.41844
Shared Room,830.19,75.1,8.5,1.1,1.7,Futon,0,2.3,109,141.8,Los Angeles,11.694312
Private Room,567.4,92.4,6.5,3.9,2.7,Couch,1,1.4,352,196.8,Los Angeles,14.860825
Shared Room,123.96,51.0,9.2,2.8,4.1,Futon,1,1.3,131,274.6,Seattle,31.327013
Private Room,957.68,80.2,3.1,4.1,2.7,Futon,0,3.0,270,305.9,Seattle,36.543169
Private Room,284.61,63.9,2.1,4.7,3.8,Pull-out Sofa,1,1.1,187,385.2,San Francisco,11.173094
Private Room,866.66,93.1,1.1,3.4,3.0,Pull-out Sofa,1,1.9,19,395.8,San Francisco,47.804505
Private Room,210.37,64.2,5.6,1.7,2.0,Pull-out Sofa,1,1.9,275,259.4,Chicago,1.400757
Entire Home/Apt,861.25,84.3,10.0,4.1,4.2,Pull-out Sofa,1,1.7,176,37.9,Chicago,35.303051
Private Room,62.57,83.7,7.3,4.8,1.3,Pull-out Sofa,1,2.6,98,278.9,Chicago,15.259032
Hotel Room,536.19,61.1,3.8,3.3,3.1,Real Bed,0,2.5,246,238.8,San Francisco,24.447215
Shared Room,780.97,51.7,8.9,3.7,1.8,Couch,1,2.8,323,107.7,Chicago,28.922505
Hotel Room,938.06,70.5,8.0,2.3,1.3,Airbed,1,1.8,17,5.1,Chicago,28.51457
Entire Home/Apt,913.74,64.5,1.1,2.5,3.0,Pull-out Sofa,0,2.1,288,158.0,San Francisco,39.037607
Hotel Room,828.64,90.4,8.4,3.9,3.0,Couch,1,2.8,124,129.7,San Francisco,41.36771
Shared Room,893.78,90.0,3.7,4.7,3.8,Airbed,1,3.0,319,241.5,Chicago,4.594119
Hotel Room,239.26,72.9,2.3,3.5,4.0,Futon,0,2.9,152,380.8,Chicago,35.447437
Entire Home/Apt,319.98,80.3,3.0,4.2,3.9,Futon,1,2.4,68,219.5,Los Angeles,20.553817
Private Room,324.52,80.2,5.2,1.7,2.6,Couch,0,1.3,145,475.8,New York,41.110874
Hotel Room,408.2,91.4,4.8,1.8,3.5,Real Bed,1,1.0,44,110.7,San Francisco,30.835628
Entire Home/Apt,423.65,71.3,3.6,3.1,3.3,Real Bed,1,2.7,365,110.5,New York,1.501585
Entire Home/Apt,567.33,63.8,2.5,1.7,2.7,Couch,0,2.7,19,302.2,San Francisco,33.656789
Shared Room,201.89,63.3,7.9,3.5,3.4,Real Bed,1,2.5,290,448.1,Los Angeles,46.359802
Shared Room,706.68,76.8,9.9,2.2,4.8,Real Bed,0,1.6,246,335.9,New York,5.071748
Hotel Room,209.19,72.5,8.0,4.2,1.8,Futon,1,2.3,346,336.8,Los Angeles,25.217306
Private Room,344.79,72.0,3.7,4.2,4.6,Real Bed,1,1.6,202,403.1,Seattle,31.666822
Entire Home/Apt,528.18,54.6,3.2,2.9,1.2,Real Bed,1,1.9,8,334.3,New York,10.597314
Hotel Room,806.62,85.9,3.0,1.7,2.2,Couch,1,1.8,179,379.7,New York,32.883886
Entire Home/Apt,752.5,60.7,2.2,3.6,2.2,Real Bed,0,2.8,155,433.1,New York,3.440125
Entire Home/Apt,663.26,59.8,6.0,5.0,3.5,Pull-out Sofa,1,1.5,18,4.0,Seattle,45.378284
Private Room,197.98,70.6,6.4,3.5,1.5,Pull-out Sofa,1,2.2,102,442.8,Seattle,38.370039
Private Room,569.69,61.4,7.3,1.1,4.5,Couch,0,1.7,245,107.6,Los Angeles,47.11015
Hotel Room,133.07,79.2,7.1,1.1,4.3,Pull-out Sofa,0,2.3,84,456.1,Seattle,21.502895
Private Room,408.5,68.6,3.6,2.3,3.6,Futon,0,2.1,318,133.1,San Francisco,2.675988
Private Room,442.84,72.4,4.0,1.8,2.8,Couch,1,2.8,350,227.6,Chicago,17.73517
Hotel Room,87.82,76.9,7.1,4.3,4.7,Real Bed,0,1.2,233,466.9,New York,26.271826
Private Room,310.29,60.2,4.1,4.4,4.3,Pull-out Sofa,0,1.4,134,54.9,Los Angeles,46.857722
Shared Room,957.87,57.8,2.9,2.0,3.0,Futon,0,2.5,36,372.6,Los Angeles,44.270258
Entire Home/Apt,955.95,94.0,4.4,2.3,3.8,Couch,0,1.7,344,196.2,Los Angeles,30.109518
Entire Home/Apt,384.71,71.7,3.4,1.9,3.3,Couch,1,1.3,91,12.1,Los Angeles,36.75786
Entire Home/Apt,90.95,70.6,1.8,4.6,3.4,Real Bed,1,2.0,291,469.6,New York,47.741016
Entire Home/Apt,220.14,51.8,8.5,3.0,2.3,Airbed,1,2.3,16,58.9,Los Angeles,42.678988
Hotel Room,422.61,74.9,8.7,3.6,2.8,Pull-out Sofa,0,1.1,89,387.1,New York,33.28215
Entire Home/Apt,950.39,77.7,3.0,2.7,1.3,Futon,0,1.6,347,192.1,Los Angeles,27.462703
Entire Home/Apt,184.14,77.9,1.6,3.5,2.4,Couch,0,2.6,164,405.3,Los Angeles,24.325997
Entire Home/Apt,775.34,85.4,7.6,2.5,3.8,Pull-out Sofa,1,2.0,252,375.1,Chicago,38.073878
Entire Home/Apt,153.25,58.9,2.9,2.4,4.8,Futon,0,1.1,304,316.6,San Francisco,40.629878
Shared Room,982.19,62.6,4.5,3.5,4.9,Futon,0,1.6,80,469.6,Seattle,11.664556
Entire Home/Apt,412.54,90.5,1.6,3.4,3.2,Couch,1,2.3,183,49.5,Seattle,24.227231
Shared Room,786.47,97.4,3.0,2.2,3.4,Pull-out Sofa,1,1.4,289,399.3,Seattle,38.786482
Hotel Room,375.46,56.8,8.1,1.6,1.7,Futon,1,2.7,248,335.4,San Francisco,34.109667
Private Room,646.29,74.9,8.2,2.5,3.8,Couch,1,2.4,214,157.4,New York,29.987264
Entire Home/Apt,232.42,60.7,2.9,2.7,1.3,Pull-out Sofa,1,1.9,157,273.0,Seattle,16.8626
Private Room,188.72,53.0,4.0,3.5,2.1,Pull-out Sofa,0,2.8,178,322.3,Seattle,30.851716
Private Room,941.16,66.3,2.2,4.7,3.7,Couch,0,1.8,19,368.1,Seattle,30.995079
Hotel Room,921.76,57.2,1.7,1.1,2.2,Pull-out Sofa,0,1.5,146,93.5,New York,22.189225
Private Room,893.1,85.5,9.9,2.0,1.2,Airbed,1,2.3,67,51.1,San Francisco,48.054686
Shared Room,644.16,76.7,6.9,1.8,4.3,Futon,1,2.1,76,51.0,San Francisco,33.002948
Private Room,817.85,57.2,5.9,3.0,2.2,Futon,1,1.7,101,146.9,New York,42.684156
Private Room,115.59,50.5,7.9,2.7,1.3,Pull-out Sofa,1,1.7,139,77.1,Chicago,7.318951
Private Room,368.05,90.4,8.6,3.9,1.3,Couch,0,1.8,72,267.8,Los Angeles,38.0822
Entire Home/Apt,348.02,58.8,8.3,2.0,2.0,Real Bed,0,1.6,206,218.5,New York,30.491595
Entire Home/Apt,653.86,80.3,1.1,3.4,1.7,Pull-out Sofa,0,2.4,212,446.5,Los Angeles,16.105594
Shared Room,388.16,66.8,2.7,4.5,4.1,Real Bed,0,2.3,78,358.7,San Francisco,7.681743
Shared Room,191.08,79.3,6.9,4.6,2.3,Pull-out Sofa,0,1.9,112,102.9,Los Angeles,19.602712
Entire Home/Apt,616.64,65.8,4.4,4.8,4.2,Real Bed,0,1.8,252,22.9,Seattle,22.627481
Shared Room,823.66,54.3,9.8,4.1,1.7,Pull-out Sofa,0,1.7,132,354.6,Los Angeles,7.89737
Entire Home/Apt,413.02,61.1,7.0,4.6,3.0,Couch,0,1.6,196,422.9,Los Angeles,33.836217
Hotel Room,175.66,59.4,9.6,1.9,3.8,Real Bed,1,1.2,24,350.5,San Francisco,16.048373
Private Room,236.85,71.4,2.8,1.8,3.6,Airbed,0,1.5,100,321.9,Chicago,40.495933
Private Room,275.61,82.9,8.8,1.0,3.4,Couch,0,1.6,244,124.7,Los Angeles,32.76909
Shared Room,334.9,63.2,3.9,3.8,4.7,Pull-out Sofa,1,2.1,30,247.3,San Francisco,16.214618
Entire Home/Apt,660.66,50.6,9.9,4.7,1.9,Real Bed,1,2.5,289,362.5,Seattle,18.640961
Entire Home/Apt,620.9,75.9,2.4,1.7,3.0,Futon,0,1.8,255,96.7,Los Angeles,47.165231
Shared Room,711.28,80.3,5.6,3.5,4.5,Couch,0,2.9,205,238.3,Los Angeles,47.457857
Entire Home/Apt,394.38,98.1,8.1,4.0,1.3,Real Bed,1,2.7,67,58.5,Seattle,21.500171
Hotel Room,832.8,79.5,4.9,4.7,1.2,Couch,1,3.0,214,265.4,New York,34.279334
Private Room,243.88,73.6,5.2,3.6,1.9,Real Bed,1,2.8,121,286.8,Chicago,49.018637
Shared Room,495.59,78.7,9.9,4.9,3.5,Futon,0,2.2,45,267.7,Seattle,49.708513
Shared Room,810.89,96.4,4.8,2.4,2.0,Airbed,1,2.2,68,234.7,Seattle,4.534577
Entire Home/Apt,221.15,91.4,6.4,2.4,1.8,Futon,0,1.3,26,293.7,Seattle,28.121458
Shared Room,154.37,66.1,1.5,3.2,2.8,Pull-out Sofa,1,2.4,170,498.4,New York,36.604245
Hotel Room,889.5,61.9,8.6,2.5,3.5,Couch,0,2.2,244,311.3,Seattle,10.15644
Entire Home/Apt,375.78,63.1,6.8,1.0,2.0,Airbed,1,2.0,300,376.3,New York,41.273346
Entire Home/Apt,699.68,75.2,4.6,3.9,2.2,Couch,0,2.4,273,96.1,Chicago,23.954263
Entire Home/Apt,74.08,87.2,1.1,4.0,3.5,Real Bed,1,1.9,287,265.0,New York,25.389828
Entire Home/Apt,705.54,75.2,6.3,4.0,4.8,Pull-out Sofa,1,2.0,248,3.8,Chicago,14.441829
Hotel Room,350.3,53.4,1.1,2.4,3.7,Pull-out Sofa,0,1.8,1,15.7,Chicago,15.707233
Entire Home/Apt,102.95,86.2,1.0,3.1,4.1,Couch,0,2.4,19,161.2,Chicago,5.124486
Shared Room,629.32,90.3,6.5,2.4,2.5,Pull-out Sofa,0,2.8,293,233.3,San Francisco,46.644283
Hotel Room,278.76,64.5,2.7,1.1,2.1,Couch,1,2.7,256,287.8,Chicago,19.711472
Private Room,417.47,83.2,2.7,3.2,2.8,Real Bed,1,2.6,248,444.0,New York,8.949271
Private Room,126.55,71.3,6.9,1.5,4.2,Real Bed,1,1.0,152,385.9,San Francisco,7.975381
Shared Room,189.81,94.5,1.5,1.3,2.8,Couch,1,2.8,136,150.0,Seattle,20.962899
Shared Room,333.08,92.3,3.8,4.0,4.4,Futon,1,1.5,221,371.7,Seattle,31.978187
Hotel Room,135.27,76.3,2.3,1.0,5.0,Futon,0,2.8,210,274.7,Los Angeles,39.111324
Private Room,915.28,84.6,6.2,4.8,1.3,Real Bed,0,1.4,188,389.6,Chicago,46.305641
Private Room,55.74,94.2,7.0,3.1,1.2,Airbed,1,1.9,231,205.5,Los Angeles,32.1494
Private Room,509.67,74.8,7.5,4.9,1.6,Futon,1,2.5,135,45.9,Chicago,21.612426
Private Room,167.09,65.7,3.3,1.2,2.5,Couch,0,2.3,15,309.2,Chicago,21.675377
Private Room,342.3,87.7,1.8,3.3,1.5,Real Bed,1,1.8,113,278.5,New York,29.144471
Entire Home/Apt,929.76,61.0,1.7,2.4,4.5,Pull-out Sofa,0,2.4,263,476.8,New York,27.364004
Shared Room,203.61,69.4,4.8,4.4,1.1,Pull-out Sofa,0,2.1,278,81.1,Seattle,32.399916
Entire Home/Apt,967.54,93.3,9.5,2.4,2.3,Futon,0,1.6,72,328.1,San Francisco,25.667111
Private Room,245.5,86.2,3.0,2.0,1.7,Airbed,0,2.3,223,237.0,Seattle,3.890552
Hotel Room,754.49,70.2,3.3,4.4,4.7,Futon,0,1.4,33,189.5,Chicago,25.535689
Hotel Room,569.34,60.7,1.9,2.5,3.7,Airbed,1,2.4,244,397.3,San Francisco,2.10413
Private Room,890.25,67.8,6.5,1.1,4.6,Futon,0,1.0,237,405.3,Los Angeles,9.84979
Private Room,576.29,64.2,7.1,2.6,4.9,Pull-out Sofa,1,2.1,17,357.3,Chicago,19.983956
Hotel Room,557.83,58.8,6.8,3.6,3.0,Airbed,0,1.8,364,41.8,New York,28.014107
Entire Home/Apt,235.69,87.2,8.8,2.0,1.9,Pull-out Sofa,1,1.6,43,172.6,Seattle,10.056091
Entire Home/Apt,207.92,62.6,5.4,2.7,1.8,Couch,0,2.0,142,23.4,Seattle,14.538732
Private Room,920.66,72.7,2.2,1.2,1.9,Couch,1,2.3,14,171.8,Los Angeles,19.336339
Entire Home/Apt,361.45,69.3,3.6,3.4,3.8,Real Bed,1,2.9,92,324.0,Seattle,10.663545
Hotel Room,403.48,99.1,7.0,4.0,1.2,Pull-out Sofa,0,2.7,278,259.4,Seattle,49.939415
Entire Home/Apt,771.83,69.6,6.5,2.7,1.2,Pull-out Sofa,0,2.4,214,351.5,San Francisco,40.430951
Private Room,371.88,54.0,5.8,2.7,3.4,Real Bed,0,2.0,248,275.7,Chicago,40.735894
Hotel Room,954.46,54.5,7.1,1.4,3.6,Couch,1,1.8,70,277.9,San Francisco,28.874329
Entire Home/Apt,751.03,79.5,6.7,1.8,3.7,Couch,0,1.1,108,255.5,San Francisco,48.104906
Shared Room,617.56,80.0,8.9,1.6,2.5,Airbed,0,1.7,287,182.2,Seattle,36.877832
Hotel Room,886.85,70.9,6.3,2.9,4.2,Airbed,1,2.7,159,223.3,Chicago,17.213053
Hotel Room,97.13,71.6,8.0,3.1,3.1,Couch,0,1.8,288,56.2,Seattle,30.915806
Shared Room,294.21,52.7,3.2,4.8,1.4,Futon,0,1.9,170,417.3,Seattle,27.641302
Shared Room,491.78,75.8,7.1,1.3,4.2,Pull-out Sofa,1,1.5,12,444.6,San Francisco,29.434152
Hotel Room,265.63,75.2,9.1,3.4,4.8,Airbed,0,1.5,219,383.1,New York,41.068607
Shared Room,756.71,57.5,4.5,3.1,1.2,Futon,1,1.1,184,291.8,New York,25.968531
Private Room,923.25,55.2,8.0,3.1,2.6,Airbed,0,2.2,322,284.6,San Francisco,36.703385
Private Room,452.58,56.2,7.5,4.5,3.0,Real Bed,1,1.9,208,235.2,San Francisco,13.279242
Private Room,375.03,55.1,1.5,1.8,1.6,Pull-out Sofa,1,2.2,287,115.7,Seattle,46.671035
Hotel Room,963.47,80.5,6.2,1.2,4.5,Airbed,0,2.1,328,191.9,Chicago,5.232726
Shared Room,472.61,59.8,2.2,3.7,2.1,Couch,1,2.6,360,495.0,Seattle,49.685416
Shared Room,514.6,62.6,9.7,2.4,4.1,Real Bed,0,2.5,105,72.9,Seattle,32.000982
Entire Home/Apt,384.07,58.7,8.3,1.1,3.7,Real Bed,1,2.5,211,271.3,Los Angeles,24.027622
Entire Home/Apt,914.07,97.9,2.0,2.0,3.4,Couch,1,2.0,324,433.3,Seattle,16.228324
Shared Room,590.51,92.7,2.1,2.2,1.8,Real Bed,0,1.7,231,226.5,Chicago,20.851952
Shared Room,774.07,61.5,6.4,3.5,1.9,Pull-out Sofa,0,2.9,212,302.8,Seattle,39.338742
Shared Room,821.22,66.4,4.1,1.7,1.2,Airbed,0,1.1,324,413.9,San Francisco,7.832215
Hotel Room,374.76,60.5,1.3,2.7,2.0,Real Bed,1,1.3,195,273.8,Chicago,13.381572
Shared Room,462.01,74.6,5.9,2.9,2.4,Pull-out Sofa,0,1.8,248,365.7,San Francisco,7.062641
Entire Home/Apt,856.05,51.0,4.5,2.8,4.3,Couch,1,2.2,316,173.6,Los Angeles,21.906071
Hotel Room,395.09,83.6,1.9,4.9,2.5,Airbed,1,1.0,263,366.5,Los Angeles,19.973912
Shared Room,804.24,76.2,8.2,1.2,4.0,Couch,0,2.4,216,20.5,Chicago,32.79046
Entire Home/Apt,943.94,94.9,9.2,4.8,2.8,Airbed,1,2.1,262,76.4,New York,49.79008
Hotel Room,642.05,58.2,7.8,3.3,4.1,Real Bed,0,2.0,169,318.6,New York,44.725604
Shared Room,754.55,90.2,8.4,4.2,4.9,Real Bed,1,1.8,155,224.5,Chicago,44.138507
Shared Room,814.84,89.6,2.9,2.7,2.0,Airbed,0,2.0,69,414.2,Chicago,32.639701
Shared Room,852.79,56.4,3.4,2.8,4.4,Pull-out Sofa,1,1.3,233,171.0,San Francisco,14.259807
Hotel Room,425.3,69.9,2.9,4.5,3.5,Pull-out Sofa,1,1.2,53,383.6,Los Angeles,19.820197
Entire Home/Apt,98.7,58.5,7.9,4.6,4.3,Pull-out Sofa,0,1.6,169,69.6,Chicago,13.255984
Entire Home/Apt,431.78,62.7,9.5,2.0,3.6,Futon,1,2.4,35,465.1,Seattle,7.619116
Private Room,690.07,63.2,7.5,1.8,2.7,Pull-out Sofa,1,2.2,321,209.2,San Francisco,22.365531
Shared Room,477.83,77.8,8.9,3.0,1.9,Real Bed,1,2.0,258,115.5,Los Angeles,44.979218
Private Room,761.51,70.6,6.7,4.6,1.3,Futon,1,2.1,250,394.6,San Francisco,37.448214
Private Room,389.13,97.4,4.5,2.3,3.1,Pull-out Sofa,1,2.1,12,473.9,Los Angeles,49.257057
Entire Home/Apt,653.01,56.3,4.8,3.6,5.0,Real Bed,0,1.6,158,459.0,Seattle,10.54604
Hotel Room,227.1,98.7,1.7,3.8,4.0,Futon,0,1.2,28,119.0,Los Angeles,25.526659
Hotel Room,761.9,61.5,1.3,4.1,2.3,Real Bed,1,2.8,56,336.0,San Francisco,39.859259
Entire Home/Apt,568.41,88.6,7.3,3.3,4.3,Airbed,0,2.2,160,273.4,Los Angeles,23.562599
Hotel Room,243.86,66.9,4.9,2.6,4.1,Real Bed,0,2.4,265,362.6,San Francisco,18.397665
Private Room,327.32,57.2,6.0,4.9,2.1,Futon,1,1.9,229,243.5,Chicago,40.978454
Shared Room,761.18,92.9,6.0,3.4,1.1,Pull-out Sofa,0,2.5,318,234.9,Seattle,22.085094
Entire Home/Apt,508.47,65.4,3.5,3.9,1.5,Futon,1,2.2,328,441.4,San Francisco,45.735403
Shared Room,255.23,82.9,5.3,2.4,4.5,Pull-out Sofa,0,1.1,192,435.6,New York,14.151669
Hotel Room,968.91,78.3,5.2,3.7,4.3,Pull-out Sofa,1,2.8,107,393.8,New York,44.926234
Shared Room,729.37,73.6,4.5,2.0,2.2,Couch,1,1.6,356,352.4,Los Angeles,14.644581
Hotel Room,959.28,74.8,8.4,2.0,2.1,Airbed,1,1.3,351,339.2,Chicago,15.188651
Hotel Room,455.75,86.6,5.1,3.9,4.2,Couch,1,1.2,352,28.1,Chicago,21.608629
Private Room,501.35,54.4,6.4,3.1,4.8,Futon,0,2.4,257,374.8,New York,26.274781
Hotel Room,903.06,83.4,9.1,3.7,4.1,Couch,0,2.4,109,319.1,Los Angeles,21.493029
Private Room,548.8,94.8,8.8,2.1,3.4,Pull-out Sofa,1,2.4,129,151.2,Chicago,43.245305
Private Room,721.91,52.9,9.0,3.4,2.0,Futon,0,2.8,122,410.1,Chicago,39.982885
Private Room,289.56,57.0,3.4,2.8,3.1,Couch,1,1.7,115,416.2,Los Angeles,16.183311
Entire Home/Apt,474.39,85.8,1.3,3.4,1.9,Real Bed,1,2.1,229,466.1,San Francisco,26.064474
Entire Home/Apt,167.28,71.9,3.3,2.2,4.2,Airbed,0,2.2,292,209.2,New York,22.120464
Hotel Room,245.68,70.2,3.5,3.9,2.5,Real Bed,1,3.0,232,275.6,Chicago,3.747446
Private Room,50.9,56.8,9.2,4.2,4.3,Futon,1,1.6,316,453.0,San Francisco,37.659201
Entire Home/Apt,87.3,75.3,6.8,2.0,2.5,Couch,0,2.9,233,158.4,San Francisco,9.901664
Private Room,978.42,56.3,1.7,2.2,4.3,Pull-out Sofa,1,1.3,295,398.3,San Francisco,46.772945
Shared Room,280.24,73.8,2.2,3.6,2.3,Couch,1,2.5,190,496.0,San Francisco,20.491142
Shared Room,680.15,88.2,2.4,3.8,2.8,Futon,0,2.3,24,326.0,Seattle,31.490642
Shared Room,847.14,62.9,6.7,3.8,3.5,Futon,0,2.6,165,491.9,Seattle,41.096668
Hotel Room,573.13,74.0,7.6,3.7,1.3,Futon,1,1.1,292,257.9,Los Angeles,9.83454
Private Room,195.49,99.6,8.7,2.6,4.8,Futon,0,1.2,209,76.5,New York,27.515681
Shared Room,741.71,84.3,9.5,2.6,3.3,Couch,0,1.1,26,87.8,Los Angeles,12.63357
Entire Home/Apt,620.24,92.1,2.8,2.0,3.0,Real Bed,0,2.2,339,365.7,Seattle,25.973867
Shared Room,744.69,70.7,3.8,1.6,4.4,Pull-out Sofa,0,2.2,177,0.5,Los Angeles,29.392365
Shared Room,781.26,88.4,3.2,3.8,4.5,Pull-out Sofa,0,2.8,43,330.9,Los Angeles,9.287914
Shared Room,976.64,52.0,4.2,1.4,3.1,Airbed,0,1.9,71,75.6,San Francisco,29.46011
Hotel Room,594.89,56.1,9.2,4.8,4.7,Futon,1,1.1,221,492.2,Chicago,23.290492
Entire Home/Apt,374.56,60.2,6.2,4.3,1.3,Futon,1,1.4,310,81.6,Seattle,26.577982
Private Room,666.04,70.1,7.6,4.4,1.5,Futon,0,1.0,227,276.2,Seattle,45.343384
Entire Home/Apt,115.02,92.3,5.4,4.6,3.4,Real Bed,0,2.6,328,334.7,Los Angeles,24.706353
Private Room,902.53,67.3,1.3,2.6,2.4,Futon,0,2.6,232,409.7,Chicago,24.331278
Hotel Room,163.41,82.7,1.6,4.4,2.9,Airbed,1,3.0,267,229.6,Los Angeles,24.049532
Hotel Room,361.45,85.5,5.8,1.6,2.3,Airbed,1,1.8,253,466.9,New York,31.532159
Hotel Room,824.96,79.3,7.5,1.1,2.6,Real Bed,1,1.0,162,240.1,Seattle,19.008348
Hotel Room,617.45,67.9,2.9,4.1,4.3,Futon,1,1.5,5,126.0,San Francisco,40.266645
Private Room,423.95,78.9,7.5,1.3,3.4,Couch,0,2.2,46,296.5,San Francisco,15.016456
Shared Room,499.76,67.1,8.3,5.0,5.0,Couch,0,2.9,67,329.0,San Francisco,15.677764
Private Room,861.82,54.2,4.7,3.7,4.1,Pull-out Sofa,0,1.2,253,253.7,Seattle,29.848762
Entire Home/Apt,373.0,99.6,7.7,4.0,2.1,Real Bed,0,1.2,58,366.6,Seattle,13.734578
Hotel Room,876.17,56.4,4.6,2.0,2.1,Couch,0,2.4,118,210.3,San Francisco,5.407364
Hotel Room,133.73,53.6,7.1,3.7,2.3,Pull-out Sofa,1,2.3,185,2.2,Seattle,11.073691
Entire Home/Apt,787.96,93.9,7.9,1.2,4.4,Airbed,0,1.5,47,132.3,San Francisco,45.769212
Private Room,855.17,65.1,9.9,4.4,1.1,Pull-out Sofa,1,2.6,190,473.0,New York,1.524329
Shared Room,222.73,82.5,4.1,1.7,1.9,Futon,0,1.3,264,381.6,New York,7.539608
Shared Room,458.83,66.5,4.7,3.8,4.6,Futon,0,2.9,171,94.8,New York,38.143942
Entire Home/Apt,207.22,69.6,2.5,1.9,3.6,Airbed,1,1.4,45,33.3,Los Angeles,49.013181
Shared Room,721.27,63.1,2.8,1.3,1.9,Real Bed,1,1.2,142,175.4,Los Angeles,34.721079
Private Room,558.58,67.2,7.2,2.9,1.9,Futon,0,1.7,245,418.2,Chicago,46.19439
Private Room,653.56,70.5,9.3,1.7,4.5,Futon,1,1.4,215,53.0,Chicago,42.906552
Entire Home/Apt,236.66,86.0,4.6,3.9,4.6,Pull-out Sofa,1,2.1,175,271.7,Chicago,24.518537
Private Room,251.16,75.6,2.6,2.0,2.0,Pull-out Sofa,1,2.4,327,137.5,New York,17.342639
Hotel Room,89.42,97.2,3.6,2.4,2.7,Pull-out Sofa,0,2.0,365,363.1,New York,31.979655
Entire Home/Apt,355.96,52.1,5.1,3.3,4.3,Couch,0,2.3,144,0.2,New York,27.144117
Private Room,581.76,75.2,3.6,2.1,4.1,Airbed,0,1.7,34,138.6,Seattle,2.265637
Entire Home/Apt,865.04,79.2,3.1,2.5,4.3,Real Bed,1,1.1,131,339.6,Seattle,47.907561
Shared Room,683.58,96.0,7.6,4.3,3.1,Pull-out Sofa,1,2.9,303,273.4,New York,28.942121
Private Room,463.63,52.5,1.1,1.7,4.6,Real Bed,0,2.6,152,389.4,San Francisco,43.850098
Hotel Room,955.46,78.7,5.9,1.3,2.3,Pull-out Sofa,0,1.1,301,78.8,Chicago,36.996878
Private Room,733.28,92.7,8.1,2.3,1.6,Futon,1,1.9,47,265.5,Los Angeles,17.700817
Entire Home/Apt,933.66,62.1,3.4,2.7,3.8,Real Bed,0,2.3,167,97.9,Chicago,45.156742
Entire Home/Apt,551.21,93.8,6.4,3.2,3.2,Couch,0,1.4,177,319.6,San Francisco,39.730695
Private Room,295.96,51.0,7.0,2.5,4.4,Pull-out Sofa,1,2.2,262,65.7,Seattle,22.05979
Hotel Room,100.19,86.6,6.9,4.2,1.3,Airbed,1,2.1,94,74.3,New York,42.183434
Hotel Room,739.78,96.7,5.0,1.2,4.4,Futon,0,1.4,315,164.1,Seattle,14.306064
Hotel Room,165.24,82.9,4.1,2.7,2.2,Pull-out Sofa,1,1.3,290,201.0,Seattle,33.86349
Entire Home/Apt,337.64,72.0,8.5,2.5,3.6,Real Bed,1,2.5,229,249.3,San Francisco,6.614506
Private Room,555.85,52.2,7.8,3.6,1.2,Pull-out Sofa,0,1.6,190,290.4,Seattle,43.422619
Shared Room,586.2,96.0,3.9,4.9,3.4,Futon,1,1.5,143,234.4,Seattle,36.742201
Entire Home/Apt,620.55,73.5,1.9,3.0,3.9,Airbed,1,2.5,163,22.8,Chicago,8.475824
Hotel Room,207.94,51.4,1.6,4.9,2.5,Airbed,0,2.5,18,171.7,Chicago,2.045396
Private Room,410.75,84.5,1.8,2.2,1.9,Airbed,1,1.6,67,30.7,San Francisco,20.103526
Hotel Room,636.33,74.1,6.2,1.1,3.2,Futon,1,2.7,97,59.0,New York,34.088357
Shared Room,971.33,56.2,1.5,1.7,4.3,Pull-out Sofa,0,2.4,6,46.4,Chicago,14.874223
Hotel Room,741.25,60.7,4.0,2.6,2.3,Futon,1,1.7,302,79.0,Seattle,48.689504
Hotel Room,926.47,53.2,7.8,2.3,2.0,Futon,0,1.9,176,406.5,Los Angeles,46.799388
Shared Room,774.1,78.7,3.6,1.4,2.1,Pull-out Sofa,0,2.5,205,313.8,Chicago,30.299083
